"STATION","NAME","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1991-10-26",,,"0.00","0.0","0.0","89","70",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1991-10-27",,,"0.00","0.0","0.0","90","68",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1991-10-28",,,"0.00","0.0","0.0","89","65",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1991-10-29",,,"0.00","0.0","0.0","86","66",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1991-10-30",,,"0.00","0.0","0.0","83","62",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1991-10-31",,,"0.00","0.0","0.0","84","55",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1991-11-01",,,"0.00","0.0","0.0","84","55",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1991-11-02",,,"0.11","0.0","0.0","83","68",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1991-11-03",,,"0.00","0.0","0.0","75","59",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1991-11-04",,,"0.14","0.0","0.0","68","50",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1991-11-05",,,"0.13","0.0","0.0","64","45",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1991-11-06",,,"0.00","0.0","0.0","68","54",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1991-11-07",,,"0.00","0.0","0.0","75","56",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1991-11-08",,,"0.00","0.0","0.0","71","50",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1991-11-09",,,"0.10","0.0","0.0","69","49",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1991-11-10",,,"0.01","0.0","0.0","62","44",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1991-11-11",,,"0.00","0.0","0.0","71","42",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1991-11-12",,,"0.00","0.0","0.0","74","40",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1991-11-13",,,"0.00","0.0","0.0","74","42",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1991-11-14",,,"0.00","0.0","0.0","80","49",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1991-11-15",,,"0.00","0.0","0.0","84","55",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1991-11-16",,,"0.00","0.0","0.0","84","56",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1991-11-17",,,"0.00","0.0","0.0","83","57",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1991-11-18",,,"0.00","0.0","0.0","84","62",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1991-11-19",,,"0.00","0.0","0.0","84","66",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1991-11-20",,,"0.02","0.0","0.0","84","67",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1991-11-21",,,"0.19","0.0","0.0","83","65",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1991-11-22",,,"0.02","0.0","0.0","83","67",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1991-11-23",,,"0.02","0.0","0.0","77","64",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1991-11-24",,,"0.00","0.0","0.0","75","57",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1991-11-25",,,"0.00","0.0","0.0","62","40",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1991-11-26",,,"0.00","0.0","0.0","63","38",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1991-11-27",,,"0.00","0.0","0.0","75","48",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1991-11-28",,,"0.00","0.0","0.0","83","55",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1991-11-29",,,"0.00","0.0","0.0","83","60",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1991-11-30",,,"0.00","0.0","0.0","86","68",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1991-12-01",,,"0.00","0.0","0.0","87","70",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1991-12-02",,,"0.00","0.0","0.0","86","64",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1991-12-03",,,"0.00","0.0","0.0","82","67",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1991-12-04",,,"0.46","0.0","0.0","84","50",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1991-12-05",,,"0.00","0.0","0.0","68","38",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1991-12-06",,,"0.00","0.0","0.0","69","47",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1991-12-07",,,"0.00","0.0","0.0","81","54",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1991-12-08",,,"0.00","0.0","0.0","81","57",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1991-12-09",,,"0.00","0.0","0.0","81","57",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1991-12-10",,,"0.00","0.0","0.0","81","58",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1991-12-11",,,"0.00","0.0","0.0","80","58",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1991-12-12",,,"0.00","0.0","0.0","83","61",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1991-12-13",,,"0.00","0.0","0.0","83","63",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1991-12-14",,,"0.00","0.0","0.0","83","61",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1991-12-15",,,"0.00","0.0","0.0","81","55",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1991-12-16",,,"0.00","0.0","0.0","67","43",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1991-12-17",,,"0.00","0.0","0.0","73","38",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1991-12-18",,,"0.00","0.0","0.0","73","42",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1991-12-19",,,"0.00","0.0","0.0","68","43",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1991-12-20",,,"0.00","0.0","0.0","73","42",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1991-12-21",,,"0.00","0.0","0.0","78","50",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1991-12-22",,,"0.00","0.0","0.0","79","49",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1991-12-23",,,"0.00","0.0","0.0","77","44",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1991-12-24",,,"0.12","0.0","0.0","75","64",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1991-12-25",,,"0.02","0.0","0.0","72","49",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1991-12-26",,,"0.01","0.0","0.0","76","55",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1991-12-27",,,"0.00","0.0","0.0","80","58",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1991-12-28",,,"0.00","0.0","0.0","80","62",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1991-12-29",,,"0.00","0.0","0.0","75","62",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1991-12-30",,,"0.00","0.0","0.0","68","47",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1991-12-31",,,"0.00","0.0","0.0","68","45",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-01-01",,,"0.00","0.0","0.0","67","56",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-01-02",,,"0.00","0.0","0.0","77","58",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-01-03",,,"0.01","0.0","0.0","78","55",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-01-04",,,"0.00","0.0","0.0","67","54",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-01-05",,,"0.00","0.0","0.0","67","49",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-01-06",,,"0.00","0.0","0.0","70","51",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-01-07",,,"0.02","0.0","0.0","73","43",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-01-08",,,"0.00","0.0","0.0","75","42",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-01-09",,,"0.00","0.0","0.0","77","52",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-01-10",,,"0.00","0.0","0.0","77","63",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-01-11",,,"0.00","0.0","0.0","66","41",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-01-12",,,"0.00","0.0","0.0","75","40",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-01-13",,,"0.00","0.0","0.0","80","61",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-01-14",,,"0.63","0.0","0.0","80","63",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-01-15",,,"0.00","0.0","0.0","67","43",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-01-16",,,"0.00","0.0","0.0","56","39",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-01-17",,,"0.00","0.0","0.0","59","28",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-01-18",,,"0.00","0.0","0.0","62","42",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-01-19",,,"1.00","0.0","0.0","68","49",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-01-20",,,"0.02","0.0","0.0","60","43",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-01-21",,,"0.01","0.0","0.0","66","31",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-01-22",,,"0.00","0.0","0.0","78","41",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-01-23",,,"0.64","0.0","0.0","78","64",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-01-24",,,"0.02","0.0","0.0","67","52",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-01-25",,,"0.00","0.0","0.0","64","37",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-01-26",,,"0.00","0.0","0.0","66","37",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-01-27",,,"0.00","0.0","0.0","73","43",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-01-28",,,"0.28","0.0","0.0","74","59",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-01-29",,,"0.03","0.0","0.0","78","61",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-01-30",,,"0.05","0.0","0.0","80","62",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-01-31",,,"0.03","0.0","0.0","73","57",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-02-01",,,"0.00","0.0","0.0","65","53",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-02-02",,,"0.00","0.0","0.0","65","40",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-02-03",,,"0.00","0.0","0.0","73","47",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-02-04",,,"0.00","0.0","0.0","75","48",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-02-05",,,"0.58","0.0","0.0","76","59",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-02-06",,,"0.97","0.0","0.0","76","60",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-02-07",,,"0.02","0.0","0.0","64","48",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-02-08",,,"0.00","0.0","0.0","63","47",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-02-09",,,"0.00","0.0","0.0","63","40",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-02-10",,,"0.00","0.0","0.0","76","46",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-02-11",,,"0.00","0.0","0.0","77","53",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-02-12",,,"0.02","0.0","0.0","69","45",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-02-13",,,"0.02","0.0","0.0","76","44",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-02-14",,,"0.01","0.0","0.0","78","47",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-02-15",,,"0.00","0.0","0.0","80","57",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-02-16",,,"0.20","0.0","0.0","78","63",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-02-17",,,"0.00","0.0","0.0","81","63",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-02-18",,,"0.00","0.0","0.0","81","63",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-02-19",,,"0.04","0.0","0.0","80","62",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-02-20",,,"0.01","0.0","0.0","75","61",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-02-21",,,"0.00","0.0","0.0","76","55",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-02-22",,,"0.00","0.0","0.0","79","63",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-02-23",,,"0.00","0.0","0.0","78","62",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-02-24",,,"0.87","0.0","0.0","81","66",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-02-25",,,"1.03","0.0","0.0","78","67",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-02-26",,,"0.59","0.0","0.0","76","66",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-02-27",,,"0.00","0.0","0.0","71","57",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-02-28",,,"0.00","0.0","0.0","71","55",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-02-29",,,"0.00","0.0","0.0","72","56",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-03-01",,,"0.00","0.0","0.0","78","52",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-03-02",,,"0.00","0.0","0.0","81","52",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-03-03",,,"0.02","0.0","0.0","80","51",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-03-04",,,"0.00","0.0","0.0","79","57",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-03-05",,,"0.26","0.0","0.0","82","61",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-03-06",,,"0.01","0.0","0.0","83","67",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-03-07",,,"0.00","0.0","0.0","82","68",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-03-08",,,"0.00","0.0","0.0","80","61",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-03-09",,,"0.01","0.0","0.0","82","55",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-03-10",,,"0.00","0.0","0.0","81","70",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-03-11",,,"0.35","0.0","0.0","80","53",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-03-12",,,"0.01","0.0","0.0","56","45",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-03-13",,,"0.12","0.0","0.0","71","49",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-03-14",,,"0.00","0.0","0.0","69","51",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-03-15",,,"0.00","0.0","0.0","75","53",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-03-16",,,"0.00","0.0","0.0","75","57",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-03-17",,,"0.00","0.0","0.0","76","46",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-03-18",,,"0.00","0.0","0.0","78","51",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-03-19",,,"0.00","0.0","0.0","80","68",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-03-20",,,"0.02","0.0","0.0","80","64",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-03-21",,,"0.00","0.0","0.0","71","48",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-03-22",,,"0.05","0.0","0.0","69","48",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-03-23",,,"0.44","0.0","0.0","79","60",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-03-24",,,"0.00","0.0","0.0","75","52",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-03-25",,,"0.00","0.0","0.0","80","60",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-03-26",,,"0.00","0.0","0.0","81","52",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-03-27",,,"0.00","0.0","0.0","77","49",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-03-28",,,"0.01","0.0","0.0","78","57",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-03-29",,,"0.00","0.0","0.0","77","50",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-03-30",,,"0.00","0.0","0.0","79","50",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-03-31",,,"0.25","0.0","0.0","76","64",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-04-01",,,"0.00","0.0","0.0","74","52",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-04-02",,,"0.00","0.0","0.0","73","61",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-04-03",,,"0.00","0.0","0.0","70","52",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-04-04",,,"0.00","0.0","0.0","70","48",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-04-05",,,"0.00","0.0","0.0","79","59",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-04-06",,,"0.00","0.0","0.0","79","56",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-04-07",,,"0.00","0.0","0.0","78","58",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-04-08",,,"0.45","0.0","0.0","80","64",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-04-09",,,"0.00","0.0","0.0","84","60",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-04-10",,,"0.00","0.0","0.0","85","63",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-04-11",,,"0.00","0.0","0.0","87","67",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-04-12",,,"0.03","0.0","0.0","83","68",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-04-13",,,"0.00","0.0","0.0","84","67",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-04-14",,,"0.00","0.0","0.0","85","63",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-04-15",,,"0.00","0.0","0.0","84","58",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-04-16",,,"0.00","0.0","0.0","84","60",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-04-17",,,"0.00","0.0","0.0","85","59",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-04-18",,,"0.00","0.0","0.0","85","62",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-04-19",,,"0.04","0.0","0.0","87","67",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-04-20",,,"1.33","0.0","0.0","87","67",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-04-21",,,"0.87","0.0","0.0","88","68",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-04-22",,,"0.14","0.0","0.0","86","68",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-04-23",,,"0.00","0.0","0.0","88","68",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-04-24",,,"0.00","0.0","0.0","88","68",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-04-25",,,"0.00","0.0","0.0","85","68",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-04-26",,,"0.00","0.0","0.0","79","64",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-04-27",,,"0.00","0.0","0.0","75","58",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-04-28",,,"0.00","0.0","0.0","76","56",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-04-29",,,"0.00","0.0","0.0","70","69",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-04-30",,,"0.00","0.0","0.0","78","77",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-05-01",,,"0.00","0.0","0.0","80",,
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-05-02",,,"0.00","0.0","0.0","83",,
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-05-03",,,"0.00","0.0","0.0","84",,
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-05-04",,,"0.00","0.0","0.0","83","61",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-05-05",,,"0.00","0.0","0.0","85","53",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-05-06",,,"0.00","0.0","0.0","84","52",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-05-07",,,"0.01","0.0","0.0","82","56",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-05-08",,,"0.02","0.0","0.0","76","46",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-05-09",,,"0.00","0.0","0.0","80","45",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-05-10",,,"0.00","0.0","0.0","87","50",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-05-11",,,"0.00","0.0","0.0","87","50",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-05-12",,,"0.00","0.0","0.0","88","54",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-05-13",,,"0.00","0.0","0.0","86","54",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-05-14",,,"0.06","0.0","0.0","85","70",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-05-15",,,"0.00","0.0","0.0","86","62",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-05-16",,,"0.01","0.0","0.0","88","69",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-05-17",,,"0.70","0.0","0.0","91","68",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-05-18",,,"0.58","0.0","0.0","87","67",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-05-19",,,"0.00","0.0","0.0","88","64",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-05-20",,,"0.00","0.0","0.0","89","64",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-05-21",,,"0.00","0.0","0.0","88","66",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-05-22",,,"0.02","0.0","0.0","87","69",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-05-23",,,"0.00","0.0","0.0","88","67",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-05-24",,,"0.00","0.0","0.0","87","61",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-05-25",,,"0.00","0.0","0.0","86","69",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-05-26",,,"0.00","0.0","0.0","86","73",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-05-27",,,"0.00","0.0","0.0","88","71",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-05-28",,,"0.00","0.0","0.0","88","67",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-05-29",,,"0.00","0.0","0.0","87","66",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-05-30",,,"0.00","0.0","0.0","89","68",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-05-31",,,"0.00","0.0","0.0","92","68",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-06-01",,,"0.00","0.0","0.0","91","68",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-06-02",,,"0.00","0.0","0.0","93","72",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-06-03",,,"0.04","0.0","0.0","91","74",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-06-04",,,"0.30","0.0","0.0","87","73",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-06-05",,,"0.00","0.0","0.0","88","78",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-06-06",,,"0.00","0.0","0.0","92","79",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-06-07",,,"0.04","0.0","0.0","92","73",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-06-08",,,"0.14","0.0","0.0","90","73",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-06-09",,,"0.23","0.0","0.0","92","72",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-06-10",,,"0.00","0.0","0.0","93","73",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-06-11",,,"0.00","0.0","0.0","94","78",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-06-12",,,"0.00","0.0","0.0","94","76",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-06-13",,,"0.00","0.0","0.0","94","76",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-06-14",,,"0.28","0.0","0.0","93","73",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-06-15",,,"0.05","0.0","0.0","93","74",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-06-16",,,"0.00","0.0","0.0","93","73",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-06-17",,,"0.00","0.0","0.0","94","73",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-06-18",,,"0.25","0.0","0.0","96","73",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-06-19",,,"0.00","0.0","0.0","92","72",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-06-20",,,"0.43","0.0","0.0","92","75",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-06-21",,,"0.00","0.0","0.0","92","78",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-06-22",,,"0.00","0.0","0.0","93","80",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-06-23",,,"0.00","0.0","0.0","94","75",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-06-24",,,"0.40","0.0","0.0","93","73",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1992-06-25",,,"2.20","0.0","0.0","87","73",
